,Country,EdLevel,YearsCodePro,Salary
29707,5,0,6.0,85315.0
29708,8,0,19.0,76788.0
29709,11,1,17.0,24.0
29712,5,0,7.0,79983.0
29715,17,1,9.0,185000.0
29720,3,1,22.0,89797.0
29721,13,0,1.0,39012.0
29722,3,1,3.0,58563.0
29724,4,0,12.0,40525.0
29725,17,1,7.0,185000.0
29727,16,1,20.0,94230.0
29728,17,0,6.0,147000.0
29729,12,1,1.0,6852.0
29730,9,1,10.0,124176.0
29731,3,1,4.0,68324.0
29732,9,2,4.0,22104.0
29734,4,2,20.0,25596.0
29735,2,1,2.0,7128.0
29736,17,2,10.0,124000.0
29739,12,0,0.5,19200.0
29741,16,1,6.0,87948.0
29742,7,1,20.0,473496.0
29743,9,0,5.0,72594.0
29744,10,1,3.0,33300.0
29745,5,1,8.0,803928.0
29746,3,2,16.0,257678.0
29747,9,0,6.0,5508.0
29748,8,2,10.0,188546.0
29752,5,2,5.0,47990.0
29753,17,0,31.0,165000.0
29754,3,1,7.0,62467.0
29755,10,2,5.0,90000.0
29756,7,1,20.0,25596.0
29757,5,2,3.0,53322.0
29758,9,2,22.0,25596.0
29759,2,0,10.0,31160.0
29760,3,0,7.0,87454.0
29763,2,1,0.5,11472.0
29764,2,0,5.0,70000.0
29765,9,0,10.0,6240.0
29766,13,0,14.0,63384.0
29769,14,1,10.0,86872.0
29770,17,0,7.0,136000.0
29771,12,0,11.0,959796.0
29776,9,1,2.0,48000.0
29777,17,2,4.0,127500.0
29779,7,2,3.0,23462.0
29781,17,0,13.0,74547.0
29783,16,0,34.0,125650.0
29788,8,1,6.0,49056.0
29789,16,0,2.0,43974.0
29794,13,2,1.0,38700.0
29796,9,2,10.0,149301.0
29799,8,0,16.0,831816.0
29800,5,0,16.0,122640.0
29802,17,1,28.0,220.0
29803,9,1,8.0,18000.0
29804,16,0,6.0,69102.0
29811,9,1,6.0,115176.0
29812,5,1,0.5,38388.0
29813,9,1,10.0,34140.0
29817,4,2,3.0,21756.0
29818,9,0,5.0,16536.0
29820,2,0,3.0,15252.0
29821,6,0,4.0,18576.0
29822,17,2,10.0,150000.0
29823,9,2,16.0,35340.0
29825,9,0,4.0,27564.0
29827,1,0,4.0,678252.0
29828,15,2,7.0,9240.0
29830,9,0,4.0,43524.0
29833,17,1,1.0,80000.0
29835,17,0,3.0,126000.0
29836,4,2,15.0,60787.0
29837,5,0,7.0,58654.0
29838,5,0,3.0,42657.0
29839,17,0,13.0,145770.0
29842,17,0,6.0,84000.0
29843,2,3,17.0,14952.0
29846,8,1,5.0,95979.0
29848,8,3,13.0,94913.0
29850,9,0,6.0,120612.0
29851,7,2,1.0,26661.0
29853,16,3,5.0,92973.0
29856,8,1,7.0,47990.0
29857,5,2,0.5,38388.0
29859,4,2,3.0,409512.0
29860,17,0,19.0,182500.0
29862,3,0,4.0,62467.0
29865,16,2,10.0,56538.0
29866,9,0,7.0,35220.0
29867,17,0,40.0,180000.0
29868,9,2,2.0,43131.0
29870,2,0,4.0,16092.0
29871,17,0,8.0,140000.0
29872,9,0,2.0,38388.0
29873,3,2,27.0,97605.0
29875,9,2,2.0,61186.0
29877,8,2,27.0,74651.0
29878,4,2,3.0,31992.0
29881,17,0,22.0,130000.0
29883,9,2,19.0,23040.0
29884,2,0,4.0,43380.0
29887,17,2,1.0,163000.0
29890,17,0,2.0,80000.0
29892,8,0,30.0,69318.0
29893,8,0,18.0,138637.0
29894,16,1,6.0,41461.0
29895,16,1,3.0,18846.0
29896,3,0,12.0,195210.0
29898,9,1,3.0,143392.0
29899,5,0,8.0,51192.0
29901,9,2,11.0,160884.0
29902,6,0,7.0,37402.0
29903,17,0,2.0,79000.0
29904,12,3,7.0,40956.0
29907,4,0,3.0,39458.0
29908,7,2,25.0,37325.0
29909,9,1,4.0,34860.0
29911,17,2,0.5,92000.0
29912,16,0,5.0,56538.0
29913,16,0,2.0,512604.0
29916,9,0,17.0,50220.0
29917,17,3,1.0,62000.0
29918,8,2,22.0,191950.0
29921,15,2,10.0,54120.0
29922,5,2,10.0,76788.0
29923,17,0,20.0,115000.0
29925,9,1,7.0,51768.0
29926,9,0,16.0,78516.0
29930,17,2,25.0,110000.0
29931,16,2,0.5,42717.0
29934,10,0,8.0,36072.0
29936,9,0,1.0,31992.0
29937,15,0,8.0,11280.0
29938,17,0,23.0,150000.0
29942,9,2,3.0,31993.0
29943,4,2,7.0,95979.0
29945,2,3,12.0,60000.0
29947,4,2,14.0,92140.0
29949,9,1,6.0,60000.0
29950,0,0,5.0,88464.0
29951,9,0,4.0,45324.0
29952,12,0,1.0,383916.0
29953,10,0,3.0,23868.0
29955,8,0,0.5,31992.0
29957,17,2,15.0,260000.0
29959,9,2,9.0,45768.0
29960,16,2,9.0,58548.0
29961,5,3,13.0,44796.0
29962,9,1,20.0,56736.0
29964,9,2,7.0,94644.0
29965,2,1,4.0,8309.0
29968,2,0,7.0,74784.0
29971,9,1,4.0,43623.0
29972,17,0,8.0,115000.0
29975,6,0,2.0,3864.0
29976,17,0,42.0,140000.0
29979,9,2,4.0,6408.0
29982,9,1,5.0,110633.0
29983,17,2,7.0,118000.0
29987,4,2,4.0,42657.0
29988,9,1,3.0,22212.0
29991,17,2,6.0,149007.0
29992,3,3,26.0,93701.0
29994,16,1,7.0,100511.0
29999,5,3,16.0,73584.0
30001,4,2,5.0,52255.0
30003,17,2,9.0,140000.0
30005,3,0,0.5,81988.0
30007,9,1,0.5,7284.0
30010,9,2,4.0,98916.0
30015,17,1,12.0,110000.0
30016,16,0,1.0,35179.0
30017,9,0,1.0,4788.0
30018,17,0,8.0,180000.0
30019,9,0,1.0,399.0
30022,16,0,1.0,39576.0
30023,5,1,24.0,74651.0
30024,9,0,4.0,49332.0
30027,10,2,5.0,47172.0
30028,17,1,5.0,160000.0
30029,9,1,16.0,118000.0
30031,12,1,27.0,83182.0
30038,6,0,1.0,4644.0
30039,11,1,0.5,14544.0
30041,6,0,2.0,5880.0
30042,17,1,10.0,200000.0
30045,9,2,5.0,32736.0
30046,14,0,7.0,69492.0
30047,17,0,10.0,135000.0
30048,9,1,9.0,39672.0
30049,17,0,7.0,65000.0
30050,9,0,5.0,34929.0
30051,17,2,2.0,103000.0
30052,17,0,3.0,125000.0
30053,17,0,4.0,145000.0
30055,8,2,17.0,117308.0
30058,3,1,11.0,117126.0
30060,17,0,3.0,120000.0
30061,5,1,14.0,213287.0
30062,8,0,15.0,533218.0
30064,5,2,5.0,57588.0
30065,2,1,17.0,81600.0
30066,13,0,8.0,89500.0
30070,17,0,5.0,100000.0
30074,5,2,5.0,149301.0
30078,6,2,1.0,1860.0
30079,9,3,17.0,170630.0
30082,9,0,18.0,144000.0
30083,9,0,4.0,31416.0
30085,4,2,11.0,75717.0
30086,17,1,14.0,105000.0
30088,17,0,2.0,131000.0
30090,7,3,10.0,65053.0
30091,5,0,8.0,58654.0
30092,4,3,20.0,51192.0
30094,8,1,10.0,74651.0
30101,17,1,13.0,176000.0
30102,17,0,1.0,59500.0
30104,5,1,8.0,69318.0
30107,5,3,30.0,127972.0
30108,2,1,5.0,17448.0
30109,17,1,2.0,75000.0
30112,16,1,6.0,71803.0
30113,16,1,9.0,75384.0
30114,17,2,8.0,144000.0
30116,16,2,3.0,87948.0
30117,17,0,4.0,135000.0
30118,14,2,6.0,100834.0
30119,17,0,8.0,116000.0
30122,2,0,7.0,12468.0
30125,17,0,6.0,140000.0
30127,9,0,4.0,29436.0
30129,9,1,4.0,40572.0
30130,17,2,50.0,100000.0
30131,12,0,12.0,150368.0
30132,14,1,1.0,47160.0
30133,17,3,16.0,230000.0
30134,9,2,5.0,11400.0
30139,4,0,20.0,68460.0
30142,5,0,3.0,106644.0
30143,16,3,10.0,45230.0
30144,7,1,22.0,21329.0
30145,9,0,2.0,89676.0
30146,17,2,16.0,248000.0
30147,9,1,7.0,41928.0
30148,3,0,11.0,101509.0
30149,5,1,8.0,79983.0
30151,2,1,5.0,74784.0
30155,9,0,19.0,48552.0
30157,17,0,2.0,71000.0
30158,17,0,18.0,250000.0
30159,2,1,17.0,24924.0
30160,17,0,36.0,106000.0
30161,15,0,7.0,36000.0
30164,16,0,2.0,693528.0
30165,17,1,16.0,224600.0
30169,17,1,8.0,120000.0
30174,6,0,3.0,17411.0
30175,9,1,5.0,51960.0
30176,2,1,12.0,63301.0
30177,17,0,11.0,130000.0
30178,9,2,17.0,76783.0
30179,9,0,2.0,18072.0
30180,16,3,25.0,87948.0
30181,12,1,8.0,19200.0
30182,17,0,19.0,95000.0
30185,4,2,12.0,59720.0
30187,1,1,5.0,46923.0
30189,16,1,23.0,219850.0
30190,12,1,22.0,56521.0
30191,17,0,14.0,150000.0
30192,1,1,5.0,58654.0
30195,14,3,4.0,86868.0
30197,17,2,4.0,200000.0
30199,9,0,3.0,11400.0
30200,17,0,9.0,102000.0
30202,2,0,4.0,9972.0
30205,17,0,8.0,150000.0
30208,16,1,22.0,106793.0
30214,17,1,10.0,265000.0
30215,5,0,2.0,53322.0
30218,9,0,7.0,74651.0
30220,17,2,8.0,140000.0
30222,10,2,7.0,27756.0
30227,9,0,1.0,6984.0
30230,17,0,14.0,144000.0
30231,4,0,6.0,25596.0
30233,6,2,3.0,18056.0
30235,16,0,1.0,37692.0
30239,4,3,5.0,35192.0
30240,17,0,2.0,130000.0
30241,17,0,5.0,112287.0
30242,4,2,5.0,42657.0
30244,1,2,9.0,106644.0
30245,16,1,38.0,47743.0
30246,17,0,7.0,410000.0
30248,10,0,4.0,33300.0
30249,5,1,2.0,51192.0
30250,16,2,10.0,13569.0
30251,17,2,21.0,150000.0
30253,9,0,3.0,83232.0
30255,5,1,5.0,26880.0
30257,17,0,3.0,70000.0
30260,17,1,5.0,130000.0
30262,17,0,20.0,150000.0
30263,9,2,4.0,213287.0
30266,3,0,4.0,93701.0
30268,9,0,5.0,14400.0
30271,7,1,7.0,29860.0
30276,9,2,25.0,68076.0
30281,4,2,11.0,104511.0
30282,7,1,4.0,49056.0
30283,2,0,3.0,4632.0
30284,9,2,4.0,16248.0
30285,17,0,5.0,83000.0
30288,17,0,16.0,115000.0
30290,9,2,5.0,12000.0
30291,17,0,3.0,95000.0
30292,17,0,10.0,350000.0
30294,9,0,3.0,8220.0
30295,9,0,10.0,81049.0
30298,12,1,10.0,345528.0
30300,3,0,17.0,93701.0
30302,17,0,19.0,320000.0
30304,17,0,15.0,150000.0
30306,17,0,0.5,100000.0
30307,11,2,6.0,83124.0
30308,11,3,10.0,83124.0
30309,9,0,13.0,113472.0
30310,4,2,3.0,44790.0
30313,17,0,8.0,179000.0
30316,5,0,3.0,69318.0
30317,4,2,4.0,61853.0
30318,17,0,9.0,172000.0
30322,13,0,17.0,63384.0
30328,9,2,2.0,7848.0
30329,5,2,10.0,77850.0
30331,17,2,3.0,150000.0
30335,5,0,3.0,63986.0
30337,5,0,8.0,63986.0
30340,11,2,1.0,49872.0
30341,9,0,1.0,18120.0
30343,17,1,3.0,65000.0
30345,4,3,16.0,38388.0
30347,17,2,1.0,145000.0
30348,17,1,50.0,145000.0
30350,3,1,20.0,117126.0
30353,16,3,12.0,50256.0
30355,9,2,6.0,74651.0
30359,16,0,1.0,384456.0
30362,17,0,18.0,225000.0
30363,17,0,6.0,87000.0
30365,16,0,20.0,138203.0
30367,9,0,7.0,66240.0
30368,4,2,10.0,127972.0
30369,11,2,7.0,83124.0
30370,17,1,24.0,55000.0
30372,9,2,15.0,44790.0
30374,7,1,3.0,17280.0
30376,9,0,5.0,69264.0
30379,6,0,8.0,13932.0
30380,3,0,12.0,58563.0
30381,9,2,7.0,102000.0
30384,3,0,40.0,93701.0
30385,9,2,8.0,42000.0
30386,4,2,4.0,53322.0
30389,7,1,4.0,29860.0
30391,9,0,7.0,23040.0
30392,7,2,17.0,33060.0
30394,9,0,14.0,25524.0
30400,17,0,0.5,115000.0
30404,9,0,3.0,23040.0
30405,17,3,9.0,350000.0
30407,17,0,4.0,245000.0
30410,16,0,25.0,56538.0
30413,17,0,16.0,315000.0
30414,17,0,8.0,70000.0
30420,17,1,13.0,140000.0
30425,17,0,2.0,80000.0
30426,5,0,4.0,127972.0
30427,17,0,27.0,135000.0
30428,9,1,24.0,139217.0
30429,9,2,2.0,156.0
30430,17,1,10.0,180000.0
30431,17,0,14.0,203000.0
30432,4,0,14.0,90647.0
30433,17,1,15.0,275000.0
30435,17,0,14.0,250000.0
30436,17,0,5.0,93000.0
30438,17,0,7.0,162000.0
30439,17,1,15.0,100000.0
30440,17,0,3.0,90000.0
30446,5,0,5.0,55455.0
30447,9,0,28.0,20940.0
30450,9,0,10.0,19620.0
30451,5,0,2.0,63348.0
30452,4,3,31.0,79983.0
30453,12,0,15.0,48630.0
30455,9,0,3.0,9372.0
30456,16,1,20.0,84807.0
30457,6,0,9.0,77388.0
30458,4,2,4.0,53322.0
30459,1,2,1.0,44796.0
30463,4,2,3.0,74651.0
30465,17,0,5.0,105000.0
30466,11,0,9.0,65808.0
30467,2,2,6.0,24924.0
30468,17,1,3.0,120000.0
30473,17,0,22.0,320000.0
30474,5,1,2.0,17916.0
30475,10,1,7.0,97128.0
30476,8,2,26.0,127972.0
30477,4,2,10.0,103419.0
30478,16,2,3.0,113075.0
30480,10,2,9.0,693756.0
30484,10,2,14.0,55500.0
30488,17,2,17.0,210000.0
30491,9,0,3.0,5856.0
30497,9,3,6.0,94644.0
30500,9,2,3.0,1805.0
30502,12,1,22.0,38388.0
30503,6,0,4.0,18056.0
30505,9,0,8.0,24000.0
30506,17,0,15.0,120000.0
30507,16,2,26.0,144485.0
30508,6,0,5.0,19346.0
30511,9,2,9.0,41297.0
30512,3,1,0.5,51536.0
30514,17,2,10.0,150000.0
30515,17,0,13.0,180000.0
30516,17,2,2.0,150000.0
30517,9,0,26.0,70276.0
30519,4,2,5.0,54388.0
30522,9,1,12.0,192000.0
30525,15,1,9.0,95979.0
30526,9,0,3.0,12948.0
30528,9,0,30.0,53322.0
30529,16,0,9.0,62820.0
30531,12,1,19.0,42124.0
30532,9,0,2.0,70000.0
30533,16,2,10.0,163331.0
30534,17,1,0.5,90000.0
30535,17,2,7.0,125000.0
30536,17,0,1.0,88000.0
30537,4,2,3.0,55455.0
30538,17,0,10.0,119000.0
30539,9,1,2.0,40920.0
30542,4,2,10.0,53322.0
30544,5,1,1.0,40956.0
30545,17,0,4.0,120000.0
30546,2,1,3.0,4488.0
30549,17,0,8.0,200000.0
30552,17,1,24.0,204000.0
30553,11,2,5.0,29088.0
30558,17,0,15.0,140000.0
30563,9,0,7.0,54192.0
30564,17,1,6.0,120000.0
30567,9,1,23.0,138637.0
30569,9,2,6.0,97584.0
30571,5,3,30.0,117308.0
30572,6,0,15.0,58037.0
30574,17,2,11.0,249600.0
30576,3,1,5.0,95263.0
30578,3,3,3.0,62467.0
30579,17,1,7.0,350000.0
30584,17,0,2.0,140489.0
30587,17,0,14.0,190000.0
30595,12,1,4.0,22928.0
30596,9,0,10.0,125544.0
30597,17,0,41.0,120000.0
30599,17,2,8.0,182400.0
30600,5,1,8.0,44790.0
30601,9,0,11.0,108000.0
30605,17,0,13.0,216300.0
30606,9,0,27.0,900000.0
30607,16,2,2.0,70358.0
30609,9,0,7.0,166225.0
30612,5,2,4.0,61402.0
30613,17,1,1.0,70000.0
30614,11,2,15.0,144000.0
30615,17,2,4.0,120000.0
30619,17,0,2.0,130000.0
30622,17,0,7.0,178000.0
30624,9,1,2.0,53825.0
30625,9,1,10.0,59172.0
30627,10,2,13.0,36072.0
30629,2,0,8.0,39888.0
30632,17,0,9.0,148000.0
30637,17,0,8.0,94000.0
30638,9,2,14.0,55195.0
30641,17,2,10.0,145000.0
30645,12,0,20.0,72518.0
30647,6,0,4.0,28374.0
30650,3,0,19.0,226444.0
30653,17,0,6.0,110000.0
30654,2,0,4.0,24924.0
30656,6,2,1.0,12897.0
30657,17,2,4.0,160000.0
30660,17,0,6.0,100000.0
30661,5,2,9.0,85315.0
30663,17,2,15.0,166000.0
30665,5,0,26.0,74651.0
30666,2,2,2.0,29916.0
30667,3,0,9.0,156168.0
30669,17,1,13.0,159000.0
30670,9,1,20.0,25596.0
30672,3,1,8.0,117132.0
30674,8,3,19.0,85315.0
30676,9,2,11.0,46596.0
30682,15,0,4.0,15036.0
30683,0,3,8.0,50952.0
30690,9,0,5.0,34248.0
30691,9,0,4.0,33852.0
30693,5,2,4.0,79983.0
30698,17,0,10.0,90000.0
30707,9,1,8.0,132000.0
30711,17,0,6.0,230000.0
30717,17,1,1.0,55000.0
30719,17,0,10.0,126000.0
30720,7,2,12.0,53322.0
30721,2,0,5.0,31656.0
30726,2,1,10.0,43620.0
30730,2,0,0.5,18696.0
30733,5,1,3.0,35832.0
30739,5,0,2.0,74651.0
30741,9,1,19.0,56833.0
30743,17,0,16.0,150000.0
30744,17,0,3.0,85000.0
30745,17,0,6.0,80000.0
30746,17,0,5.0,229000.0
30747,9,3,3.0,47712.0
30748,5,1,20.0,72518.0
30750,9,2,15.0,42657.0
30754,9,0,4.0,10000.0
30755,2,0,6.0,7476.0
30756,17,3,7.0,400000.0
30757,2,1,9.0,37392.0
30761,17,1,28.0,202000.0
30764,17,0,11.0,155000.0
30767,17,0,11.0,175000.0
30769,17,0,15.0,130000.0
30772,3,0,3.0,81988.0
30773,4,2,24.0,170630.0
30774,17,0,7.0,132000.0
30775,3,0,17.0,78084.0
30777,9,1,0.5,12240.0
30778,9,1,5.0,42294.0
30781,17,0,10.0,300000.0
30783,17,1,11.0,200000.0
30784,17,1,13.0,136000.0
30788,17,0,7.0,57000.0
30789,9,0,3.0,63984.0
30792,17,1,3.0,720000.0
30795,15,0,3.0,13524.0
30796,17,0,2.0,115000.0
30798,6,0,1.0,8383.0
30800,3,0,10.0,78084.0
30803,9,1,16.0,15144.0
30804,17,1,15.0,105000.0
30806,6,0,4.0,27084.0
30807,9,2,8.0,150408.0
30808,3,0,3.0,66372.0
30812,6,0,4.0,240000.0
30815,2,1,1.0,8232.0
30817,2,2,13.0,29916.0
30820,11,2,15.0,114300.0
30824,17,0,9.0,85000.0
30825,17,0,19.0,100000.0
30826,17,2,16.0,200000.0
30827,17,1,7.0,190000.0
30828,17,0,2.0,55000.0
30830,16,2,40.0,63448.0
30831,17,0,20.0,199000.0
30832,2,0,6.0,21192.0
30834,17,1,27.0,200000.0
30837,17,0,20.0,157000.0
30839,9,0,13.0,20784.0
30843,9,0,5.0,45600.0
30846,9,0,3.0,4668.0
30848,17,0,10.0,190000.0
30849,17,0,5.0,75000.0
30852,17,0,8.0,140000.0
30859,9,0,21.0,127968.0
30860,17,0,1.0,86079.0
30861,17,0,7.0,180000.0
30865,17,0,27.0,130000.0
30866,9,0,14.0,19572.0
30868,8,2,11.0,154633.0
30871,14,3,30.0,144787.0
30872,9,1,0.5,42972.0
30873,2,0,13.0,51933.0
30874,9,1,0.5,72594.0
30875,17,2,4.0,100000.0
30878,17,0,10.0,80000.0
30879,9,2,8.0,4620.0
30882,17,2,5.0,60000.0
30885,17,1,17.0,96000.0
30890,3,2,9.0,109318.0
30891,7,0,8.0,44796.0
30892,9,2,7.0,48168.0
30896,17,2,16.0,195000.0
30899,17,2,2.0,60000.0
30901,9,1,9.0,123888.0
30905,17,0,20.0,160000.0
30906,17,0,0.5,220000.0
30907,9,1,10.0,240.0
30908,2,0,7.0,12468.0
30910,17,0,22.0,130000.0
30912,9,1,6.0,121968.0
30914,2,0,5.0,104700.0
30916,9,0,8.0,48732.0
30917,6,0,8.0,70935.0
30921,3,2,0.5,39042.0
30922,9,1,1.0,5700.0
30923,17,0,2.0,60000.0
30924,5,2,6.0,44790.0
30927,5,0,13.0,98112.0
30929,9,2,6.0,61853.0
30930,5,2,2.0,57588.0
30931,11,2,6.0,24312.0
30935,5,0,5.0,38388.0
30936,9,2,6.0,104511.0
30937,9,0,21.0,57588.0
30941,9,1,20.0,3540.0
30942,9,3,10.0,137652.0
30944,5,1,3.0,43767.0
30945,17,0,1.0,60000.0
30946,17,1,0.5,60000.0
30949,2,2,8.0,120000.0
30950,6,2,7.0,30948.0
30951,3,1,10.0,702756.0
30952,13,2,0.5,73140.0
30956,17,0,32.0,160000.0
30957,2,2,8.0,109000.0
30958,3,0,15.0,101509.0
30959,10,2,2.0,27756.0
30961,9,0,12.0,48240.0
30962,17,0,5.0,90000.0
30963,17,0,1.0,93000.0
30964,17,2,10.0,120000.0
30965,9,2,22.0,55455.0
30967,7,1,7.0,31992.0
30968,9,1,7.0,36360.0
30972,12,0,20.0,85315.0
30974,9,0,1.0,12072.0
30976,3,1,21.0,148360.0
30979,17,3,16.0,100000.0
30980,17,3,6.0,80000.0
30981,17,0,2.0,130000.0
30984,17,0,2.0,84697.0
30986,9,0,3.0,168.0
30988,9,3,4.0,63984.0
30989,9,2,11.0,77779.0
30990,16,2,3.0,603072.0
30993,17,0,0.5,55000.0
30996,9,0,8.0,181294.0
30999,4,2,20.0,101312.0
31000,10,0,9.0,58272.0
31001,3,0,7.0,89016.0
31002,9,0,3.0,7200.0
31004,17,2,8.0,100000.0
31006,17,0,9.0,270000.0
31007,2,1,6.0,24924.0
31008,16,0,7.0,74127.0
31009,5,1,20.0,63986.0
31011,17,0,16.0,120000.0
31012,9,3,10.0,9648.0
31013,2,0,10.0,14952.0
31015,9,3,40.0,41482.0
31017,17,0,10.0,139000.0
31021,9,0,5.0,19512.0
31025,17,1,6.0,66950.0
31027,16,0,10.0,119357.0
31028,9,0,12.0,37524.0
31029,17,2,27.0,205000.0
31030,17,3,5.0,10000.0
31035,17,0,13.0,193000.0
31037,6,0,9.0,20636.0
31040,6,0,5.0,15864.0
31042,2,0,5.0,66372.0
31046,17,0,3.0,24000.0
31047,17,1,8.0,125000.0
31048,17,0,3.0,65000.0
31049,12,1,4.0,33060.0
31053,17,0,4.0,180000.0
31057,9,0,5.0,100440.0
31059,17,3,15.0,250000.0
31060,4,3,3.0,58654.0
31065,9,0,2.0,31992.0
31066,17,2,9.0,140000.0
31067,17,0,10.0,253000.0
31068,6,1,10.0,27852.0
31069,2,0,5.0,7476.0
31070,17,0,2.0,55000.0
31071,9,1,2.0,15500.0
31073,9,2,10.0,52464.0
31074,2,0,1.0,7980.0
31076,9,0,2.0,149464.0
31077,5,2,12.0,58872.0
31078,13,0,7.0,91416.0
31080,5,1,8.0,44796.0
31082,17,2,32.0,190000.0
31083,16,0,0.5,37692.0
31084,5,3,13.0,66119.0
31086,16,0,0.5,32666.0
31089,14,2,24.0,155129.0
31091,5,0,10.0,79983.0
31092,11,1,9.0,93516.0
31095,9,3,19.0,65676.0
31097,9,2,10.0,143040.0
31098,17,1,2.0,40000.0
31100,17,0,6.0,100000.0
31101,8,2,5.0,48900.0
31102,9,2,12.0,129233.0
31103,9,0,2.0,19516.0
31104,2,0,4.0,97224.0
31105,17,1,37.0,170000.0
31106,4,2,3.0,40525.0
31107,12,1,0.5,15360.0
31109,7,2,9.0,31993.0
31110,17,0,3.0,125000.0
31111,17,0,20.0,350000.0
31112,17,0,4.0,88500.0
31113,2,2,6.0,90000.0
31114,17,0,7.0,160000.0
31116,9,3,31.0,38388.0
31117,17,1,3.0,71000.0
31119,9,0,8.0,51192.0
31121,6,0,1.0,23215.0
31127,4,2,6.0,159966.0
31128,6,0,2.0,10000.0
31129,2,1,10.0,300000.0
31132,17,1,18.0,100000.0
31133,9,1,4.0,31176.0
31135,9,2,4.0,21756.0
31138,9,2,1.0,26661.0
31139,7,0,1.0,6399.0
31140,5,2,11.0,61824.0
31141,5,2,22.0,76783.0
31143,5,1,14.0,74864.0
31144,7,1,2.0,28794.0
31145,17,2,4.0,93000.0
31149,9,0,0.5,12420.0
31152,9,0,4.0,30000.0
31153,9,2,16.0,47990.0
31154,2,0,3.0,12708.0
31159,17,2,8.0,104000.0
31160,17,1,15.0,250000.0
31161,17,0,19.0,105000.0
31162,17,1,5.0,135000.0
31164,11,1,1.0,14544.0
31167,17,0,4.0,80000.0
31171,10,3,25.0,55500.0
31173,17,0,1.0,72000.0
31175,17,0,10.0,750000.0
31178,16,0,2.0,633228.0
31181,9,2,10.0,1464.0
31182,4,3,10.0,70385.0
31185,9,0,0.5,11052.0
31188,9,0,3.0,5685.0
31189,3,0,17.0,156168.0
31193,17,2,3.0,145000.0
31195,17,2,6.0,130000.0
31196,17,0,6.0,142000.0
31197,17,0,7.0,105000.0
31198,2,0,20.0,24924.0
31199,5,1,3.0,819024.0
31200,2,2,19.0,18696.0
31204,17,0,4.0,100000.0
31206,9,0,18.0,60588.0
31207,10,2,10.0,133300.0
31208,17,0,4.0,230000.0
31211,2,0,4.0,13716.0
31212,9,1,24.0,77200.0
31213,16,1,34.0,314098.0
31214,17,0,14.0,250000.0
31216,9,0,2.0,16300.0
31217,3,1,16.0,101509.0
31218,17,0,9.0,87500.0
31222,17,1,17.0,153700.0
31223,17,0,12.0,85000.0
31225,17,0,10.0,105000.0
31226,2,0,1.0,9228.0
31227,17,0,6.0,200000.0
31228,17,0,14.0,124000.0
31229,9,0,4.0,39264.0
31230,17,1,7.0,135000.0
31231,9,0,7.0,26172.0
31235,10,0,6.0,46250.0
31237,17,0,9.0,172000.0
31239,17,0,3.0,100000.0
31242,11,0,6.0,74808.0
31243,17,0,6.0,180000.0
31245,2,0,22.0,49860.0
31246,17,0,3.0,100000.0
31247,17,0,5.0,170000.0
31248,9,0,3.0,9576.0
31249,17,2,10.0,160000.0
31252,17,2,6.0,160000.0
31253,16,1,12.0,89204.0
31255,0,1,20.0,42450.0
31257,3,2,5.0,85893.0
31259,3,1,3.0,50755.0
31260,7,1,10.0,67186.0
31267,2,0,21.0,46.0
31269,5,1,17.0,175962.0
31271,16,0,21.0,50256.0
31272,17,0,3.0,65000.0
31273,9,1,4.0,11731.0
31279,9,0,6.0,33480.0
31282,17,2,5.0,350000.0
31284,5,1,5.0,106644.0
31287,0,2,24.0,194621.0
31288,3,1,5.0,62467.0
31289,17,1,13.0,115000.0
31290,17,0,9.0,190000.0
31291,17,0,20.0,270000.0
31294,9,0,7.0,134220.0
31295,9,0,3.0,36144.0
31296,17,0,7.0,100000.0
31297,9,2,12.0,40608.0
31302,17,1,15.0,400000.0
31304,17,2,18.0,175000.0
31305,17,0,13.0,637000.0
31306,17,0,7.0,80000.0
31308,5,2,11.0,84456.0
31309,9,2,10.0,63986.0
31311,11,2,7.0,44400.0
31313,9,0,3.0,895812.0
31315,2,2,4.0,16152.0
31316,16,3,2.0,75384.0
31317,3,3,17.0,66372.0
31318,9,2,18.0,89580.0
31321,9,2,31.0,172522.0
31323,17,1,14.0,170000.0
31325,4,2,21.0,85315.0
31332,9,0,4.0,14543.0
31336,5,2,6.0,122640.0
31338,9,0,14.0,120000.0
31340,17,0,15.0,550000.0
31341,17,0,2.0,105000.0
31342,17,3,20.0,130000.0
31348,17,3,6.0,260000.0
31349,9,0,2.0,36600.0
31350,9,0,2.0,5784.0
31354,17,0,4.0,117700.0
31355,17,1,6.0,165000.0
31356,7,1,12.0,41591.0
31362,17,0,8.0,148000.0
31363,17,0,10.0,36000.0
31364,17,2,15.0,129850.0
31365,9,1,5.0,22692.0
31366,2,0,10.0,19944.0
31368,16,0,14.0,56538.0
31374,9,3,20.0,106644.0
31376,15,0,18.0,50108.0
31378,9,0,6.0,12544.0
31381,17,0,17.0,135000.0
31382,17,0,1.0,76000.0
31383,17,1,11.0,72000.0
31385,17,0,16.0,170000.0
31387,9,0,0.5,3612.0
31388,17,1,1.0,104000.0
31389,16,2,30.0,271381.0
31390,3,0,18.0,140551.0
31392,16,1,25.0,177729.0
31394,17,2,24.0,200000.0
31395,9,2,2.0,40308.0
31397,17,0,8.0,200000.0
31398,3,0,14.0,296720.0
31401,0,0,18.0,176928.0
31402,5,2,12.0,62387.0
