,Country,EdLevel,YearsCodePro,Salary
4025,9,2,15.0,40608.0
4026,9,0,4.0,2904.0
4027,17,2,1.0,115000.0
4033,4,0,9.0,57588.0
4035,17,0,15.0,180000.0
4041,16,0,6.0,904608.0
4043,13,2,9.0,108689.0
4044,6,1,4.0,6960.0
4047,9,0,3.0,61853.0
4048,8,0,5.0,67824.0
4049,5,0,24.0,74651.0
4050,9,2,13.0,103705.0
4052,2,1,2.0,11220.0
4053,9,2,4.0,6144.0
4057,12,0,2.0,37325.0
4058,9,3,9.0,33801.0
4060,9,0,10.0,63228.0
4061,9,3,8.0,75384.0
4064,9,0,9.0,26796.0
4071,9,0,12.0,41170.0
4073,9,1,0.5,24540.0
4074,6,0,2.0,2784.0
4076,9,2,7.0,66656.0
4077,5,2,10.0,127972.0
4078,9,0,5.0,14496.0
4080,6,0,0.5,3096.0
4081,9,1,5.0,17952.0
4083,5,0,24.0,115176.0
4086,10,3,5.0,25438.0
4087,6,0,2.0,9673.0
4093,9,0,5.0,168600.0
4096,0,1,10.0,152158.0
4097,5,0,15.0,60144.0
4098,13,3,17.0,60948.0
4099,9,0,3.0,8976.0
4100,17,2,1.0,177000.0
4103,17,0,7.0,93000.0
4105,14,0,6.0,103419.0
4108,1,2,15.0,37116.0
4109,6,1,3.0,4024.0
4111,16,1,2.0,54025.0
4117,9,1,5.0,63600.0
4119,10,2,11.0,120000.0
4120,6,0,5.0,46428.0
4121,5,0,14.0,74651.0
4126,9,2,1.0,20281.0
4127,17,0,10.0,190000.0
4128,9,1,2.0,33060.0
4131,9,0,35.0,115800.0
4133,9,0,8.0,87288.0
4138,9,0,4.0,12948.0
4139,17,1,6.0,150000.0
4141,16,0,24.0,56538.0
4142,14,2,27.0,137031.0
4143,9,2,20.0,511884.0
4144,6,0,8.0,49009.0
4145,9,0,4.0,11376.0
4146,9,2,4.0,32111.0
4147,16,0,3.0,100511.0
4148,16,0,25.0,69102.0
4149,9,0,12.0,862611.0
4150,17,0,7.0,122000.0
4154,9,0,0.5,32964.0
4156,9,2,21.0,32688.0
4164,6,0,2.0,30948.0
4166,6,0,1.0,170244.0
4168,9,1,3.0,10296.0
4169,0,2,3.0,92002.0
4171,8,0,12.0,106644.0
4172,5,3,5.0,149301.0
4174,13,1,25.0,51192.0
4179,0,1,5.0,14150.0
4180,6,0,1.0,9286.0
4181,17,0,1.0,120000.0
4182,9,2,2.0,79853.0
4183,12,2,20.0,74651.0
4185,9,1,2.0,35192.0
4188,5,2,9.0,74651.0
4189,5,2,8.0,652656.0
4193,9,1,8.0,19200.0
4194,5,0,16.0,111976.0
4199,5,2,18.0,213287.0
4205,4,3,5.0,89580.0
4207,9,1,3.0,121968.0
4208,9,1,1.0,71748.0
4210,9,3,25.0,32736.0
4212,5,0,20.0,85315.0
4216,0,1,3.0,92002.0
4219,12,3,8.0,38392.0
4227,9,0,5.0,4452.0
4228,9,0,4.0,10044.0
4229,13,2,4.0,54852.0
4232,9,0,20.0,83182.0
4236,9,1,1.0,31200.0
4237,17,0,7.0,575000.0
4238,6,0,5.0,12.0
4239,1,2,20.0,85102.0
4241,9,0,10.0,191959.0
4244,5,0,3.0,67186.0
4245,9,0,0.5,2424.0
4246,6,0,14.0,64486.0
4248,5,2,10.0,74651.0
4250,17,0,2.0,149800.0
4251,17,0,0.5,285000.0
4253,9,0,15.0,30107.0
4254,9,0,2.0,10644.0
4256,17,1,3.0,34000.0
4258,6,0,4.0,2316.0
4259,0,2,8.0,70771.0
4262,9,0,16.0,141542.0
4270,9,1,12.0,76788.0
4271,9,2,5.0,9664.0
4272,9,0,3.0,20460.0
4274,9,0,2.0,10104.0
4278,12,2,6.0,53322.0
4279,6,2,9.0,51589.0
4280,5,2,6.0,58654.0
4282,6,0,7.0,417864.0
4286,0,1,9.0,99080.0
4287,4,0,7.0,68252.0
4290,4,0,3.0,51189.0
4292,9,2,14.0,254907.0
4294,9,0,6.0,19200.0
4297,5,2,3.0,53322.0
4303,4,3,32.0,213287.0
4306,9,2,22.0,161424.0
4309,0,0,10.0,88464.0
4310,17,0,14.0,350000.0
4312,9,0,5.0,25596.0
4315,0,0,32.0,99080.0
4316,6,0,0.5,1548.0
4317,17,0,0.5,60000.0
4318,9,0,3.0,26880.0
4321,5,0,1.0,48523.0
4324,9,2,7.0,92916.0
4327,9,0,8.0,75168.0
4328,6,0,1.0,3864.0
4329,11,2,13.0,93516.0
4330,9,0,9.0,7728.0
4332,14,2,7.0,105488.0
4333,15,0,4.0,9024.0
4335,9,0,2.0,35832.0
4336,6,0,1.0,5804.0
4337,5,0,21.0,140772.0
4338,5,3,20.0,69108.0
4340,9,0,6.0,161424.0
4344,5,1,34.0,57588.0
4348,6,0,8.0,154764.0
4350,9,2,22.0,189658.0
4352,11,1,5.0,47796.0
4356,9,0,7.0,8100.0
4357,16,2,28.0,62820.0
4358,9,2,8.0,126564.0
4361,15,0,10.0,10898.0
4362,9,0,13.0,10140.0
4363,9,0,8.0,23196.0
4364,6,0,12.0,23220.0
4365,9,2,4.0,10920.0
4367,17,0,5.0,500000.0
4370,17,2,40.0,223000.0
4371,0,1,0.5,46001.0
4374,17,0,10.0,489000.0
4375,17,2,37.0,210000.0
4376,14,0,13.0,155129.0
4377,9,0,15.0,70380.0
4378,6,2,3.0,14187.0
4381,7,2,3.0,44790.0
4382,6,0,10.0,371436.0
4383,13,1,8.0,53329.0
4384,6,2,12.0,58037.0
4386,0,1,20.0,100495.0
4387,6,0,13.0,35592.0
4390,9,2,9.0,81900.0
4391,9,0,3.0,2892.0
4392,14,2,21.0,155129.0
4394,9,1,2.0,12612.0
4396,6,0,3.0,5184.0
4397,9,0,3.0,4596.0
4399,6,0,4.0,12897.0
4403,9,2,6.0,76476.0
4405,6,0,2.0,20636.0
4406,9,0,2.0,240000.0
4408,8,1,7.0,51192.0
4410,2,1,14.0,42000.0
4411,9,3,6.0,79152.0
4413,13,1,28.0,91416.0
4415,10,2,35.0,33300.0
4416,13,2,2.0,42660.0
4417,9,0,6.0,179352.0
4419,1,2,6.0,76788.0
4420,6,0,9.0,7738.0
4421,15,0,9.0,22548.0
4423,9,1,1.0,6816.0
4424,7,1,12.0,29436.0
4426,9,0,2.0,4776.0
4427,11,3,9.0,69269.0
4432,4,2,3.0,31992.0
4433,6,0,7.0,32243.0
4434,13,1,30.0,79236.0
4439,9,0,4.0,44796.0
4440,9,2,18.0,95979.0
4443,6,0,9.0,12996.0
4446,5,3,10.0,63986.0
4447,6,0,4.0,6348.0
4451,17,0,0.5,66000.0
4453,9,2,3.0,85416.0
4454,17,2,41.0,180000.0
4455,9,2,16.0,102372.0
4456,9,1,3.0,8400.0
4457,6,0,0.5,1860.0
4459,5,0,2.0,56521.0
4460,6,2,5.0,52620.0
4462,4,2,30.0,19200.0
4465,0,2,15.0,127388.0
4467,16,2,5.0,47743.0
4471,9,1,3.0,23388.0
4473,6,0,6.0,15480.0
4475,5,3,10.0,127972.0
4479,9,0,3.0,9828.0
4482,0,1,21.0,113234.0
4485,16,3,2.0,81666.0
4486,9,0,3.0,25956.0
4488,9,0,1.0,51853.0
4489,8,1,20.0,83184.0
4491,17,2,10.0,215000.0
4495,6,1,3.0,30953.0
4498,5,2,3.0,69318.0
4499,9,0,3.0,31992.0
4500,8,1,0.5,5124.0
4501,10,1,9.0,81864.0
4504,0,0,18.0,74310.0
4505,9,1,7.0,63672.0
4506,13,3,8.0,97512.0
4507,9,2,6.0,109787.0
4508,10,1,11.0,61281.0
4509,9,0,1.0,5760.0
4510,12,2,7.0,78916.0
4513,8,0,4.0,42648.0
4514,14,1,11.0,105488.0
4518,9,0,2.0,8208.0
4519,9,0,22.0,137652.0
4522,9,3,7.0,52464.0
4524,9,2,28.0,44208.0
4527,5,2,22.0,99816.0
4528,6,0,9.0,30953.0
4529,5,2,3.0,38392.0
4532,9,0,4.0,28231.0
4533,6,0,5.0,7093.0
4534,17,0,3.0,128500.0
4537,4,0,12.0,63986.0
4540,9,2,7.0,24672.0
4541,9,1,0.5,2628.0
4542,10,2,15.0,20808.0
4543,1,1,11.0,63986.0
4544,15,0,15.0,22548.0
4545,9,2,4.0,45912.0
4547,9,1,0.5,20652.0
4548,6,2,22.0,48365.0
4549,14,0,2.0,88941.0
4551,9,2,1.0,4188.0
4556,9,2,8.0,35208.0
4560,6,0,2.0,12897.0
4562,13,1,25.0,90348.0
4568,9,2,6.0,60000.0
4570,14,0,10.0,93078.0
4571,14,1,2.0,72394.0
4573,9,0,15.0,113472.0
4574,9,3,1.0,19632.0
4576,9,3,9.0,134520.0
4578,4,2,2.0,42657.0
4579,1,2,11.0,51192.0
4580,6,0,4.0,108336.0
4581,17,0,2.0,996000.0
4584,6,0,3.0,650016.0
4585,9,0,4.0,6012.0
4588,17,0,2.0,80000.0
4589,9,0,3.0,60228.0
4590,5,3,28.0,57588.0
4591,10,1,12.0,116556.0
4596,9,2,4.0,651312.0
4597,5,2,18.0,152891.0
4599,5,1,13.0,85308.0
4600,9,2,0.5,100000.0
4602,9,2,4.0,24696.0
4603,17,0,10.0,180000.0
4607,1,1,10.0,81049.0
4611,5,1,23.0,85315.0
4616,9,0,1.0,1812.0
4618,9,1,4.0,16380.0
4619,9,2,5.0,6996.0
4622,9,0,2.0,67200.0
4623,9,0,1.0,420000.0
4624,9,2,7.0,67602.0
4626,6,1,3.0,3096.0
4627,9,0,0.5,45888.0
4628,1,2,5.0,45857.0
4629,9,2,6.0,111840.0
4630,9,0,0.5,24312.0
4634,16,0,12.0,89706.0
4635,9,0,0.5,7680.0
4636,8,2,30.0,106644.0
4638,13,2,14.0,73140.0
4641,9,0,2.0,34044.0
4642,17,2,15.0,214000.0
4643,6,0,9.0,30953.0
4644,14,1,19.0,74460.0
4646,9,2,12.0,28428.0
4647,9,0,1.0,24276.0
4651,9,2,3.0,87113.0
4653,2,0,5.0,250000.0
4655,6,0,0.5,3864.0
4656,13,0,17.0,65820.0
4657,10,1,15.0,77700.0
4658,10,1,0.5,17484.0
4659,10,3,2.0,30528.0
4662,9,2,14.0,42000.0
4664,9,2,14.0,191964.0
4666,9,2,11.0,159966.0
4667,9,1,4.0,63984.0
4668,17,1,6.0,180000.0
4669,9,1,3.0,114792.0
4671,9,1,0.5,4140.0
4672,9,0,16.0,47400.0
4673,9,2,8.0,48624.0
4674,9,0,1.0,3588.0
4681,6,0,1.0,15477.0
4686,6,0,4.0,5340.0
4689,6,0,6.0,128972.0
4691,7,1,17.0,66119.0
4692,9,1,21.0,51192.0
4693,2,1,0.5,2616.0
4695,5,2,12.0,79983.0
4697,14,0,7.0,127206.0
4698,15,0,4.0,11280.0
4699,12,0,22.0,121574.0
4701,9,0,4.0,27024.0
4702,0,0,10.0,70771.0
4704,10,0,0.5,9708.0
4705,6,0,15.0,20892.0
4708,9,0,10.0,50701.0
4710,5,2,15.0,51192.0
4711,6,0,4.0,32243.0
4713,9,0,5.0,46068.0
4714,14,0,5.0,107556.0
4716,9,2,9.0,51012.0
4719,3,2,6.0,62467.0
4720,9,3,2.0,43131.0
4724,9,2,0.5,36259.0
4726,9,0,6.0,69374.0
4727,9,0,3.0,28527.0
4730,9,2,15.0,65436.0
4731,9,1,3.0,89676.0
4732,1,0,4.0,21969.0
4733,9,2,4.0,77952.0
4734,9,0,6.0,51192.0
4735,6,0,11.0,51589.0
4736,17,2,12.0,42000.0
4737,5,0,2.0,63986.0
4738,9,3,5.0,8184.0
4740,15,0,15.0,3756.0
4741,1,2,4.0,46390.0
4742,9,2,0.5,245112.0
4743,5,0,5.0,61853.0
4744,7,2,2.0,29436.0
4745,12,1,22.0,85315.0
4746,9,0,3.0,7368.0
4751,8,1,5.0,43724.0
4753,6,0,4.0,3095.0
4754,0,2,3.0,72894.0
4755,6,0,0.5,25794.0
4759,13,1,10.0,54852.0
4760,9,2,7.0,141828.0
4761,9,1,20.0,86400.0
4763,7,2,2.0,27941.0
4764,9,0,0.5,9804.0
4765,3,1,5.0,96824.0
4766,15,0,5.0,30060.0
4771,9,0,4.0,17916.0
4772,9,0,5.0,24888.0
4773,5,2,8.0,79983.0
4774,9,0,2.0,9324.0
4777,6,2,19.0,23220.0
4780,7,3,10.0,68252.0
4781,9,0,6.0,39276.0
4782,4,0,1.0,40525.0
4783,9,2,19.0,105111.0
4784,7,1,6.0,63984.0
4785,6,0,3.0,25794.0
4786,1,0,5.0,52789.0
4787,9,1,24.0,97143.0
4790,9,2,7.0,81900.0
4792,9,0,3.0,14076.0
4794,9,1,7.0,26364.0
4795,14,2,19.0,113761.0
4798,10,0,6.0,44400.0
4803,11,0,3.0,43020.0
4806,9,3,3.0,31662.0
4808,1,2,6.0,133305.0
4810,0,0,1.0,63694.0
4813,9,1,3.0,46452.0
4817,4,2,5.0,47990.0
4818,5,2,8.0,69318.0
4819,12,2,3.0,36259.0
4820,17,1,4.0,185000.0
4823,12,3,9.0,409512.0
4825,9,0,14.0,564624.0
4827,9,0,6.0,29412.0
4828,9,1,10.0,460704.0
4830,5,2,6.0,84462.0
4832,17,2,40.0,200000.0
4833,9,0,0.5,60225.0
4834,6,2,18.0,30948.0
4836,9,0,5.0,36036.0
4839,5,0,21.0,70380.0
4842,6,2,9.0,51589.0
4843,4,2,0.5,30072.0
4847,5,0,7.0,71451.0
4848,9,1,4.0,28368.0
4853,16,2,18.0,94230.0
4854,10,0,2.0,33300.0
4858,5,2,4.0,62712.0
4859,13,0,25.0,91421.0
4860,11,2,5.0,204.0
4862,9,0,11.0,64955.0
4865,5,1,44.0,140772.0
4866,17,1,7.0,850000.0
4867,5,0,24.0,85315.0
4873,13,1,3.0,53628.0
4874,9,1,1.0,3264.0
4875,5,0,4.0,36468.0
4876,6,2,20.0,96729.0
4877,0,3,10.0,71479.0
4878,7,1,12.0,50123.0
4879,6,0,7.0,154764.0
4880,9,0,5.0,11964.0
4884,16,2,5.0,96742.0
4885,9,2,30.0,37932.0
4887,5,1,6.0,51189.0
4890,6,0,3.0,11600.0
4893,6,0,8.0,23215.0
4894,12,2,8.0,37325.0
4896,12,1,14.0,47990.0
4898,6,0,0.5,11607.0
4902,11,2,23.0,51948.0
4904,9,0,6.0,63986.0
4906,9,1,4.0,118380.0
4907,5,2,10.0,51189.0
4908,5,1,17.0,50268.0
4909,16,2,5.0,73499.0
4912,5,2,10.0,77850.0
4913,5,0,5.0,69318.0
4915,5,2,5.0,31992.0
4916,6,0,5.0,23215.0
4917,5,0,10.0,63986.0
4918,5,3,6.0,100245.0
4919,9,0,3.0,40897.0
4921,9,2,15.0,36372.0
4926,0,0,29.0,163650.0
4930,6,0,0.5,12897.0
4931,9,2,12.0,31176.0
4932,9,0,6.0,23388.0
4933,6,0,4.0,6192.0
4934,4,2,1.0,38392.0
4935,14,1,8.0,108590.0
4936,7,0,10.0,60787.0
4938,9,1,3.0,93264.0
4940,5,2,35.0,191959.0
4941,7,1,4.0,19200.0
4942,7,1,0.5,20472.0
4944,7,1,16.0,34126.0
4946,4,2,7.0,47990.0
4947,17,2,6.0,139000.0
4948,9,1,6.0,52369.0
4950,8,0,4.0,49764.0
4951,4,2,14.0,87024.0
4952,0,0,0.5,42463.0
4954,6,0,7.0,23215.0
4955,9,1,4.0,93264.0
4956,1,0,14.0,58872.0
4959,9,0,8.0,78419.0
4961,9,2,15.0,39245.0
4962,4,1,25.0,383916.0
4963,9,1,30.0,157351.0
4965,1,2,4.0,85315.0
4968,5,0,14.0,70385.0
4970,10,2,6.0,27756.0
4971,5,3,10.0,56076.0
4974,9,0,7.0,84696.0
4975,9,0,4.0,6672.0
4976,1,0,7.0,57588.0
4977,7,0,12.0,17916.0
4978,7,2,7.0,33060.0
4979,9,0,9.0,19152.0
4980,12,3,10.0,45857.0
4982,16,3,3.0,75384.0
4985,6,0,4.0,24505.0
4987,9,2,20.0,21350.0
4990,11,1,15.0,83124.0
4991,10,2,2.0,30528.0
4992,9,0,17.0,83448.0
4993,9,1,10.0,119280.0
4997,7,1,20.0,25596.0
4998,12,0,7.0,47990.0
4999,6,0,10.0,51589.0
5000,7,0,11.0,39032.0
5002,16,2,10.0,106793.0
5003,9,1,3.0,13464.0
5005,7,1,6.0,74651.0
5006,14,1,10.0,113761.0
5008,4,1,16.0,76788.0
5009,15,3,6.0,10524.0
5012,9,2,15.0,139485.0
5013,9,2,4.0,42552.0
5016,9,2,5.0,32736.0
5017,9,0,22.0,213287.0
5018,6,0,7.0,20636.0
5019,9,0,7.0,54961.0
5020,9,2,10.0,269035.0
5021,9,0,15.0,95979.0
5022,4,2,3.0,15360.0
5026,9,1,9.0,130669.0
5027,9,2,25.0,172070.0
5030,0,0,4.0,43453.0
5032,16,0,5.0,75384.0
5036,4,2,1.0,42657.0
5038,4,2,3.0,42657.0
5039,8,2,5.0,63986.0
5040,5,2,20.0,106644.0
5041,5,2,16.0,57588.0
5042,6,3,2.0,7996.0
5045,9,3,14.0,77436.0
5048,9,0,5.0,76783.0
5050,17,2,1.0,64000.0
5051,10,2,11.0,49956.0
5052,4,3,6.0,44790.0
5053,13,1,25.0,48756.0
5054,16,0,17.0,107422.0
5055,13,1,22.0,81263.0
5056,9,0,12.0,57588.0
5060,5,1,5.0,28152.0
5062,9,2,7.0,96012.0
5063,15,0,13.0,16536.0
5066,11,1,1.0,12000.0
5070,9,0,3.0,3600.0
5072,14,1,7.0,80667.0
5073,9,0,0.5,14400.0
5074,6,0,1.0,6964.0
5075,16,0,9.0,79153.0
5076,5,0,4.0,57588.0
5077,17,1,5.0,101000.0
5078,5,1,2.0,12792.0
5079,9,0,5.0,20952.0
5081,9,2,13.0,140772.0
5084,4,1,5.0,47990.0
5085,8,0,10.0,58654.0
5086,9,1,25.0,63672.0
5087,4,2,0.5,34126.0
5089,4,2,16.0,51189.0
5095,17,1,13.0,280000.0
5096,9,0,3.0,13536.0
5097,6,2,5.0,70935.0
5098,9,2,5.0,47808.0
5102,17,0,14.0,165000.0
5104,9,0,30.0,71748.0
5106,6,0,0.5,25794.0
5108,9,2,2.0,53322.0
5110,6,0,3.0,37920.0
5114,5,2,8.0,101312.0
5119,9,0,7.0,75863.0
5120,4,0,1.0,17916.0
5122,9,2,17.0,98052.0
5123,5,1,0.5,25596.0
5125,7,1,3.0,30927.0
5126,5,2,16.0,70380.0
5128,16,2,2.0,54025.0
5129,9,0,20.0,119571.0
5130,16,2,10.0,69102.0
5132,9,0,6.0,19200.0
5137,9,1,0.5,6700.0
5138,9,1,19.0,88296.0
5139,5,0,6.0,65053.0
5142,7,2,3.0,47990.0
5143,9,0,15.0,99408.0
5144,10,2,4.0,16092.0
5145,6,0,8.0,11607.0
5146,8,0,1.0,32628.0
5148,9,2,16.0,145188.0
5149,7,1,4.0,26661.0
5152,11,2,13.0,72732.0
5153,6,2,1.0,13152.0
5156,9,0,2.0,25596.0
5157,9,2,1.0,4547.0
5158,7,3,8.0,47990.0
5159,1,2,5.0,69318.0
5160,8,2,30.0,70385.0
5162,13,1,4.0,54852.0
5163,5,1,7.0,57588.0
5164,6,1,10.0,41271.0
5166,4,0,13.0,49908.0
5170,9,2,10.0,36046.0
5171,4,1,13.0,106644.0
5172,9,1,3.0,15360.0
5175,11,3,15.0,45720.0
5176,9,0,4.0,33276.0
5178,16,0,5.0,75384.0
5182,9,1,12.0,5880.0
5184,12,1,5.0,69372.0
5185,9,2,3.0,25596.0
5186,16,1,11.0,62820.0
5188,9,0,2.0,23746.0
5189,16,2,1.0,32666.0
5191,9,2,5.0,39228.0
5193,10,0,0.5,8352.0
5195,17,0,11.0,350000.0
5196,16,0,16.0,75384.0
5197,1,1,21.0,106644.0
5198,9,0,5.0,30348.0
5199,9,0,15.0,37932.0
5200,9,1,10.0,93422.0
5204,6,0,0.5,58037.0
5207,9,0,10.0,72744.0
5212,9,2,4.0,22308.0
5213,9,0,10.0,103705.0
5217,10,2,1.0,33300.0
5218,9,0,23.0,76980.0
5221,8,0,13.0,67186.0
5223,0,3,20.0,92002.0
5224,12,1,2.0,26661.0
5225,4,0,11.0,63986.0
5226,5,0,19.0,53322.0
5230,6,0,4.0,7116.0
5234,6,0,2.0,11736.0
5236,9,0,4.0,7776.0
5237,5,0,13.0,51192.0
5238,15,1,4.0,6384.0
5239,5,3,10.0,74651.0
5240,8,0,3.0,33276.0
5241,9,0,10.0,10332.0
5242,4,2,10.0,28794.0
5243,9,1,6.0,107616.0
5245,6,0,9.0,23220.0
5246,6,2,11.0,12384.0
5247,14,1,0.5,18612.0
5248,17,1,8.0,100000.0
5250,5,2,7.0,127972.0
5252,10,3,15.0,44400.0
5254,9,0,3.0,57756.0
5255,9,0,9.0,60012.0
5258,4,2,5.0,42657.0
5260,5,1,23.0,58654.0
5262,9,2,20.0,159966.0
5264,9,1,35.0,82964.0
5265,5,0,2.0,53748.0
5269,11,1,2.0,15588.0
5270,9,2,3.0,129132.0
5271,9,0,2.0,12696.0
5272,9,1,27.0,203736.0
5274,13,2,5.0,52416.0
5275,7,0,2.0,29436.0
5277,4,2,9.0,26040.0
5278,9,1,3.0,18966.0
5279,0,0,6.0,74310.0
5281,6,0,6.0,13932.0
5283,7,0,16.0,31993.0
5285,9,2,25.0,75863.0
5286,15,0,3.0,12024.0
5287,9,3,17.0,113042.0
5288,4,2,13.0,703848.0
5289,12,3,15.0,63986.0
5293,6,2,3.0,4514.0
5296,5,2,13.0,95979.0
5299,5,2,11.0,76783.0
5301,11,2,21.0,62340.0
5302,8,2,0.5,46704.0
5303,7,0,9.0,38392.0
5305,4,2,5.0,44790.0
5306,9,0,3.0,3252.0
5307,9,0,4.0,16800.0
5308,5,0,5.0,57588.0
5309,0,2,17.0,176928.0
5312,4,2,4.0,44790.0
5313,16,0,11.0,100511.0
5314,9,0,15.0,136308.0
5315,8,3,5.0,106644.0
5316,17,0,2.0,125000.0
5317,6,0,6.0,14372.0
5318,6,0,7.0,5412.0
5321,17,0,6.0,165000.0
5325,5,1,0.5,28788.0
5326,12,0,14.0,61853.0
5332,6,0,5.0,23215.0
5334,9,1,13.0,23144.0
5336,6,2,7.0,6576.0
5337,9,0,2.0,15060.0
5338,9,2,8.0,76788.0
5339,9,0,3.0,20004.0
5342,9,0,3.0,26638.0
5343,5,2,25.0,17916.0
5347,6,2,13.0,325008.0
5349,6,2,3.0,213576.0
5354,6,0,4.0,64486.0
5358,6,0,3.0,34822.0
5360,9,1,3.0,143484.0
5361,9,1,0.5,28692.0
5363,7,0,3.0,27727.0
5365,7,1,12.0,40956.0
5366,9,0,2.0,4788.0
5367,7,1,24.0,266600.0
5368,12,1,6.0,34659.0
5370,16,1,1.0,26384.0
5375,16,0,24.0,60312.0
5376,9,2,12.0,63984.0
5378,8,0,18.0,53322.0
5379,16,1,6.0,31410.0
5383,9,0,36.0,93335.0
5384,12,0,9.0,51722.0
5386,16,0,15.0,125639.0
5387,0,1,15.0,84924.0
5389,5,0,7.0,69318.0
5390,4,2,8.0,13572.0
5391,8,0,2.0,35832.0
5395,9,2,4.0,28668.0
5396,16,1,4.0,75384.0
5400,9,0,3.0,22188.0
5401,11,1,3.0,22860.0
5404,16,1,8.0,37692.0
5405,1,0,4.0,46390.0
5406,6,0,1.0,6192.0
5407,5,2,4.0,79020.0
5410,9,0,7.0,51189.0
5411,6,0,2.0,4643.0
5412,9,0,5.0,204468.0
5413,6,1,10.0,15477.0
5415,9,3,7.0,61176.0
5421,4,2,2.0,34548.0
5423,5,0,14.0,66540.0
5424,9,0,0.5,39210.0
5426,9,0,12.0,48000.0
5428,14,2,14.0,118932.0
5430,5,2,27.0,95979.0
5431,6,0,7.0,30953.0
5432,9,1,10.0,76783.0
5434,9,2,7.0,5400.0
5435,4,2,11.0,25596.0
5436,6,0,5.0,45140.0
5438,1,2,22.0,74651.0
5439,16,0,26.0,87948.0
5440,1,3,11.0,88514.0
5445,0,2,5.0,77848.0
5446,9,0,2.0,78912.0
5448,14,1,6.0,84804.0
5449,8,0,1.0,44790.0
5451,1,2,10.0,63986.0
5453,5,2,8.0,63984.0
5455,4,2,16.0,75717.0
5456,12,0,3.0,46923.0
5457,9,1,12.0,34008.0
5459,9,2,3.0,31176.0
5460,4,0,5.0,38388.0
5463,9,1,12.0,95699.0
5466,6,2,7.0,309528.0
5469,10,1,2.0,21648.0
5470,12,0,14.0,39458.0
5471,9,2,48.0,9650.0
5472,9,2,16.0,63986.0
5473,5,1,17.0,55455.0
5474,9,0,3.0,7500.0
5475,1,2,8.0,77100.0
5476,7,2,2.0,31993.0
5477,5,1,11.0,83182.0
5480,4,2,11.0,63986.0
5483,9,0,3.0,34140.0
5486,9,0,2.0,364.0
5490,9,3,12.0,15000.0
5491,17,0,2.0,75000.0
5492,10,0,1.0,23592.0
5493,9,2,11.0,74868.0
5496,10,2,26.0,46896.0
5497,9,0,2.0,22692.0
5503,9,2,8.0,32712.0
5504,10,0,2.0,31116.0
5505,8,0,10.0,42657.0
5507,9,0,6.0,44796.0
5509,16,3,11.0,192228.0
5512,7,3,16.0,895812.0
5513,9,2,8.0,33396.0
5516,10,2,4.0,29136.0
5518,9,1,15.0,106644.0
5519,9,1,2.0,10236.0
5521,9,0,10.0,22932.0
5523,7,1,16.0,35192.0
5525,12,3,5.0,31993.0
5528,6,0,9.0,64486.0
5529,14,1,3.0,140650.0
5531,15,0,16.0,15032.0
5532,14,3,4.0,82736.0
5535,9,3,10.0,25980.0
5536,5,2,8.0,58654.0
5538,1,0,10.0,46068.0
5542,16,1,35.0,85435.0
5543,12,2,6.0,38392.0
5544,9,2,5.0,67409.0
5545,2,1,11.0,29916.0
5546,10,3,30.0,138756.0
5549,9,0,6.0,76800.0
5550,5,0,17.0,95979.0
5551,1,0,10.0,69318.0
5552,8,2,3.0,47352.0
5553,5,0,12.0,95979.0
5554,7,2,18.0,63986.0
5555,9,2,31.0,160.0
5556,6,2,0.5,3264.0
5557,9,1,4.0,808908.0
5558,9,3,10.0,47990.0
5559,9,1,16.0,41568.0
5561,5,0,4.0,43512.0
5562,9,0,1.0,70272.0
5563,9,0,5.0,2028.0
5564,9,2,17.0,36552.0
5565,6,0,3.0,6960.0
5566,9,3,35.0,106644.0
5567,9,2,12.0,44004.0
5569,6,0,11.0,58037.0
5573,0,0,8.0,106157.0
5574,5,1,9.0,43512.0
5575,4,0,5.0,29736.0
5577,9,0,4.0,65698.0
5578,8,1,5.0,34356.0
5579,7,3,8.0,1600.0
5582,5,1,7.0,69318.0
5584,9,2,9.0,63804.0
5587,9,1,10.0,36372.0
5588,9,2,0.5,67409.0
5590,9,0,15.0,58545.0
5591,6,2,9.0,12384.0
5592,4,2,8.0,87448.0
5593,5,1,1.0,58654.0
5599,9,2,10.0,43752.0
5603,9,2,2.0,55068.0
5604,16,2,8.0,47743.0
5605,7,1,7.0,27727.0
5606,5,2,4.0,56521.0
5607,15,1,10.0,7512.0
5608,9,0,3.0,31992.0
5609,13,3,12.0,61560.0
5610,16,0,6.0,94250.0
5612,17,3,21.0,200000.0
5613,9,1,11.0,86035.0
5615,10,1,2.0,99900.0
5617,10,0,3.0,24972.0
5618,9,3,18.0,38388.0
5619,9,0,3.0,28152.0
5621,9,2,4.0,63986.0
5628,16,2,1.0,75384.0
5629,9,2,18.0,40956.0
5630,6,0,2.0,7428.0
5634,16,2,4.0,131921.0
5635,5,1,8.0,56574.0
5637,17,1,10.0,105000.0
5639,4,2,3.0,74651.0
5640,11,3,20.0,62340.0
5641,5,1,5.0,53748.0
5642,16,0,5.0,36435.0
5643,4,2,6.0,133300.0
5644,5,0,0.5,50123.0
5647,6,0,2.0,6449.0
5648,9,2,4.0,53322.0
5649,5,1,12.0,143969.0
5652,5,3,6.0,95979.0
5654,9,2,7.0,24420.0
5658,9,0,7.0,33912.0
5659,7,1,12.0,55455.0
5661,17,0,8.0,387000.0
